Timestamp,Action,Symbol,Side,Price,RSI,ATR,EMA,GridLevel,DistanceMoved,RequiredDistance,LotSize,Drawdown_Percent,Balance,Equity,Notes
2026-03-17 17:33:28,Market Snapshot,EURGBP,,0.86369,47.69,0.00024,0.86365,,,,,,,,
2026-03-17 18:33:28,Market Snapshot,EURGBP,,0.86362,46.45,0.00019,0.86364,,,,,,,,
2026-03-17 19:03:47,Initial Entry,EURGBP,SELL,0.86432,65.05,,0.86365,,,,0.05,,,,
2026-03-17 19:33:29,Market Snapshot,EURGBP,,0.86400,51.36,0.00022,0.86365,,,,,,,,
2026-03-17 20:33:29,Market Snapshot,EURGBP,,0.86404,46.76,0.00022,0.86366,,,,,,,,
2026-03-17 21:23:46,Initial Entry,EURGBP,BUY,0.86357,34.95,,0.86366,,,,0.05,,,,
2026-03-17 21:33:29,Market Snapshot,EURGBP,,0.86370,39.17,0.00023,0.86366,,,,,,,,
2026-03-17 22:33:29,Market Snapshot,EURGBP,,0.86399,48.32,0.00019,0.86366,,,,,,,,
2026-03-17 23:33:29,Market Snapshot,EURGBP,,0.86406,51.63,0.00017,0.86366,,,,,,,,
2026-03-18 00:33:29,Market Snapshot,EURGBP,,0.86419,59.20,0.00017,0.86366,,,,,,,,
2026-03-18 03:00:58,Market Snapshot,EURGBP,,0.86396,50.32,0.00012,0.86367,,,,,,,,
2026-03-18 03:49:13,Initial Entry,EURGBP,SELL,0.86406,65.26,,0.86368,,,,0.05,,,,
2026-03-18 03:55:10,Market Snapshot,EURGBP,,0.86441,50.78,0.00010,0.86368,,,,,,,,
2026-03-18 04:11:46,Market Snapshot,EURGBP,,0.86422,43.28,0.00015,0.86367,,,,,,,,
2026-03-18 04:14:41,Market Snapshot,EURGBP,,0.86418,41.76,0.00015,0.86367,,,,,,,,
2026-03-18 04:16:16,Market Snapshot,EURGBP,,0.86419,43.38,0.00014,0.86367,,,,,,,,
2026-03-18 05:16:16,Market Snapshot,EURGBP,,0.86428,54.00,0.00013,0.86367,,,,,,,,
2026-03-18 06:16:16,Market Snapshot,EURGBP,,0.86393,54.02,0.00012,0.86367,,,,,,,,
2026-03-18 07:16:16,Market Snapshot,EURGBP,,0.86397,49.53,0.00013,0.86368,,,,,,,,
2026-03-18 08:16:16,Market Snapshot,EURGBP,,0.86386,47.79,0.00012,0.86368,,,,,,,,
2026-03-18 09:16:16,Market Snapshot,EURGBP,,0.86396,56.35,0.00009,0.86369,,,,,,,,
2026-03-18 10:10:04,Market Snapshot,EURGBP,,0.86384,48.26,0.00008,0.86369,,,,,,,,
2026-03-18 10:20:51,Market Snapshot,EURGBP,,0.86382,45.86,0.00007,0.86369,,,,,,,,
